label,pix1,pix2
1,['120' '118' '118' '119' '117' '118' '118' '118' '117' '116'],['128' '126' '127' '126' '125' '123' '124' '125' '126' '124']
1,['118' '118' '119' '117' '118' '118' '118' '117' '116' '118'],['126' '127' '126' '125' '123' '124' '125' '126' '124' '125']
1,['118' '119' '117' '118' '118' '118' '117' '116' '118' '118'],['127' '126' '125' '123' '124' '125' '126' '124' '125' '124']
1,['119' '117' '118' '118' '118' '117' '116' '118' '118' '118'],['126' '125' '123' '124' '125' '126' '124' '125' '124' '125']
1,['117' '118' '118' '118' '117' '116' '118' '118' '118' '119'],['125' '123' '124' '125' '126' '124' '125' '124' '125' '126']
0,['118' '118' '118' '117' '116' '118' '118' '118' '119' '118'],['123' '124' '125' '126' '124' '125' '124' '125' '126' '124']
0,['118' '118' '117' '116' '118' '118' '118' '119' '118' '118'],['124' '125' '126' '124' '125' '124' '125' '126' '124' '128']
0,['118' '117' '116' '118' '118' '118' '119' '118' '118' '120'],['125' '126' '124' '125' '124' '125' '126' '124' '128' '126']
0,['117' '116' '118' '118' '118' '119' '118' '118' '120' '118'],['126' '124' '125' '124' '125' '126' '124' '128' '126' '126']
0,['116' '118' '118' '118' '119' '118' '118' '120' '118' '116'],['124' '125' '124' '125' '126' '124' '128' '126' '126' '125']
0,['118' '118' '118' '119' '118' '118' '120' '118' '116' '119'],['125' '124' '125' '126' '124' '128' '126' '126' '125' '124']
0,['118' '118' '119' '118' '118' '120' '118' '116' '119' '118'],['124' '125' '126' '124' '128' '126' '126' '125' '124' '125']
0,['118' '119' '118' '118' '120' '118' '116' '119' '118' '119'],['125' '126' '124' '128' '126' '126' '125' '124' '125' '125']
0,['119' '118' '118' '120' '118' '116' '119' '118' '119' '119'],['126' '124' '128' '126' '126' '125' '124' '125' '125' '126']
0,['118' '118' '120' '118' '116' '119' '118' '119' '119' '118'],['124' '128' '126' '126' '125' '124' '125' '125' '126' '125']
0,['118' '120' '118' '116' '119' '118' '119' '119' '118' '117'],['128' '126' '126' '125' '124' '125' '125' '126' '125' '126']
0,['120' '118' '116' '119' '118' '119' '119' '118' '117' '119'],['126' '126' '125' '124' '125' '125' '126' '125' '126' '126']
0,['118' '116' '119' '118' '119' '119' '118' '117' '119' '117'],['126' '125' '124' '125' '125' '126' '125' '126' '126' '126']
0,['116' '119' '118' '119' '119' '118' '117' '119' '117' '120'],['125' '124' '125' '125' '126' '125' '126' '126' '126' '126']
0,['119' '118' '119' '119' '118' '117' '119' '117' '120' '117'],['124' '125' '125' '126' '125' '126' '126' '126' '126' '125']
0,['118' '119' '119' '118' '117' '119' '117' '120' '117' '118'],['125' '125' '126' '125' '126' '126' '126' '126' '125' '126']
0,['119' '119' '118' '117' '119' '117' '120' '117' '118' '119'],['125' '126' '125' '126' '126' '126' '126' '125' '126' '127']
0,['119' '118' '117' '119' '117' '120' '117' '118' '119' '119'],['126' '125' '126' '126' '126' '126' '125' '126' '127' '125']
0,['118' '117' '119' '117' '120' '117' '118' '119' '119' '119'],['125' '126' '126' '126' '126' '125' '126' '127' '125' '126']
0,['117' '119' '117' '120' '117' '118' '119' '119' '119' '118'],['126' '126' '126' '126' '125' '126' '127' '125' '126' '126']
0,['119' '117' '120' '117' '118' '119' '119' '119' '118' '117'],['126' '126' '126' '125' '126' '127' '125' '126' '126' '126']
0,['117' '120' '117' '118' '119' '119' '119' '118' '117' '119'],['126' '126' '125' '126' '127' '125' '126' '126' '126' '125']
0,['120' '117' '118' '119' '119' '119' '118' '117' '119' '118'],['126' '125' '126' '127' '125' '126' '126' '126' '125' '125']
0,['117' '118' '119' '119' '119' '118' '117' '119' '118' '120'],['125' '126' '127' '125' '126' '126' '126' '125' '125' '126']
0,['118' '119' '119' '119' '118' '117' '119' '118' '120' '119'],['126' '127' '125' '126' '126' '126' '125' '125' '126' '124']
0,['119' '119' '119' '118' '117' '119' '118' '120' '119' '118'],['127' '125' '126' '126' '126' '125' '125' '126' '124' '124']
0,['119' '119' '118' '117' '119' '118' '120' '119' '118' '119'],['125' '126' '126' '126' '125' '125' '126' '124' '124' '125']
0,['119' '118' '117' '119' '118' '120' '119' '118' '119' '118'],['126' '126' '126' '125' '125' '126' '124' '124' '125' '126']
0,['118' '117' '119' '118' '120' '119' '118' '119' '118' '118'],['126' '126' '125' '125' '126' '124' '124' '125' '126' '126']
0,['117' '119' '118' '120' '119' '118' '119' '118' '118' '119'],['126' '125' '125' '126' '124' '124' '125' '126' '126' '126']
0,['119' '118' '120' '119' '118' '119' '118' '118' '119' '119'],['125' '125' '126' '124' '124' '125' '126' '126' '126' '126']
0,['118' '120' '119' '118' '119' '118' '118' '119' '119' '118'],['125' '126' '124' '124' '125' '126' '126' '126' '126' '126']
0,['120' '119' '118' '119' '118' '118' '119' '119' '118' '120'],['126' '124' '124' '125' '126' '126' '126' '126' '126' '125']
0,['119' '118' '119' '118' '118' '119' '119' '118' '120' '118'],['124' '124' '125' '126' '126' '126' '126' '126' '125' '125']
0,['118' '119' '118' '118' '119' '119' '118' '120' '118' '118'],['124' '125' '126' '126' '126' '126' '126' '125' '125' '125']
0,['119' '118' '118' '119' '119' '118' '120' '118' '118' '119'],['125' '126' '126' '126' '126' '126' '125' '125' '125' '126']
0,['118' '118' '119' '119' '118' '120' '118' '118' '119' '119'],['126' '126' '126' '126' '126' '125' '125' '125' '126' '125']
0,['118' '119' '119' '118' '120' '118' '118' '119' '119' '117'],['126' '126' '126' '126' '125' '125' '125' '126' '125' '127']
0,['119' '119' '118' '120' '118' '118' '119' '119' '117' '118'],['126' '126' '126' '125' '125' '125' '126' '125' '127' '126']
0,['119' '118' '120' '118' '118' '119' '119' '117' '118' '119'],['126' '126' '125' '125' '125' '126' '125' '127' '126' '125']
0,['118' '120' '118' '118' '119' '119' '117' '118' '119' '120'],['126' '125' '125' '125' '126' '125' '127' '126' '125' '123']
0,['120' '118' '118' '119' '119' '117' '118' '119' '120' '118'],['125' '125' '125' '126' '125' '127' '126' '125' '123' '126']
0,['118' '118' '119' '119' '117' '118' '119' '120' '118' '120'],['125' '125' '126' '125' '127' '126' '125' '123' '126' '125']
0,['118' '119' '119' '117' '118' '119' '120' '118' '120' '119'],['125' '126' '125' '127' '126' '125' '123' '126' '125' '124']
0,['119' '119' '117' '118' '119' '120' '118' '120' '119' '118'],['126' '125' '127' '126' '125' '123' '126' '125' '124' '126']
0,['119' '117' '118' '119' '120' '118' '120' '119' '118' '118'],['125' '127' '126' '125' '123' '126' '125' '124' '126' '124']
0,['117' '118' '119' '120' '118' '120' '119' '118' '118' '119'],['127' '126' '125' '123' '126' '125' '124' '126' '124' '128']
0,['118' '119' '120' '118' '120' '119' '118' '118' '119' '119'],['126' '125' '123' '126' '125' '124' '126' '124' '128' '125']
0,['119' '120' '118' '120' '119' '118' '118' '119' '119' '119'],['125' '123' '126' '125' '124' '126' '124' '128' '125' '127']
0,['120' '118' '120' '119' '118' '118' '119' '119' '119' '119'],['123' '126' '125' '124' '126' '124' '128' '125' '127' '125']
0,['118' '120' '119' '118' '118' '119' '119' '119' '119' '118'],['126' '125' '124' '126' '124' '128' '125' '127' '125' '125']
0,['120' '119' '118' '118' '119' '119' '119' '119' '118' '119'],['125' '124' '126' '124' '128' '125' '127' '125' '125' '126']
0,['119' '118' '118' '119' '119' '119' '119' '118' '119' '119'],['124' '126' '124' '128' '125' '127' '125' '125' '126' '126']
0,['118' '118' '119' '119' '119' '119' '118' '119' '119' '118'],['126' '124' '128' '125' '127' '125' '125' '126' '126' '125']
0,['118' '119' '119' '119' '119' '118' '119' '119' '118' '119'],['124' '128' '125' '127' '125' '125' '126' '126' '125' '125']
0,['119' '119' '119' '119' '118' '119' '119' '118' '119' '119'],['128' '125' '127' '125' '125' '126' '126' '125' '125' '126']
0,['119' '119' '119' '118' '119' '119' '118' '119' '119' '119'],['125' '127' '125' '125' '126' '126' '125' '125' '126' '126']
0,['119' '119' '118' '119' '119' '118' '119' '119' '119' '117'],['127' '125' '125' '126' '126' '125' '125' '126' '126' '125']
0,['119' '118' '119' '119' '118' '119' '119' '119' '117' '118'],['125' '125' '126' '126' '125' '125' '126' '126' '125' '125']
0,['118' '119' '119' '118' '119' '119' '119' '117' '118' '119'],['125' '126' '126' '125' '125' '126' '126' '125' '125' '126']
0,['119' '119' '118' '119' '119' '119' '117' '118' '119' '119'],['126' '126' '125' '125' '126' '126' '125' '125' '126' '124']
0,['119' '118' '119' '119' '119' '117' '118' '119' '119' '118'],['126' '125' '125' '126' '126' '125' '125' '126' '124' '127']
0,['118' '119' '119' '119' '117' '118' '119' '119' '118' '119'],['125' '125' '126' '126' '125' '125' '126' '124' '127' '124']
0,['119' '119' '119' '117' '118' '119' '119' '118' '119' '119'],['125' '126' '126' '125' '125' '126' '124' '127' '124' '125']
0,['119' '119' '117' '118' '119' '119' '118' '119' '119' '117'],['126' '126' '125' '125' '126' '124' '127' '124' '125' '128']
0,['119' '117' '118' '119' '119' '118' '119' '119' '117' '119'],['126' '125' '125' '126' '124' '127' '124' '125' '128' '126']
0,['117' '118' '119' '119' '118' '119' '119' '117' '119' '118'],['125' '125' '126' '124' '127' '124' '125' '128' '126' '127']
0,['118' '119' '119' '118' '119' '119' '117' '119' '118' '117'],['125' '126' '124' '127' '124' '125' '128' '126' '127' '125']
0,['119' '119' '118' '119' '119' '117' '119' '118' '117' '119'],['126' '124' '127' '124' '125' '128' '126' '127' '125' '125']
0,['119' '118' '119' '119' '117' '119' '118' '117' '119' '118'],['124' '127' '124' '125' '128' '126' '127' '125' '125' '125']
0,['118' '119' '119' '117' '119' '118' '117' '119' '118' '119'],['127' '124' '125' '128' '126' '127' '125' '125' '125' '125']
0,['119' '119' '117' '119' '118' '117' '119' '118' '119' '119'],['124' '125' '128' '126' '127' '125' '125' '125' '125' '127']
0,['119' '117' '119' '118' '117' '119' '118' '119' '119' '119'],['125' '128' '126' '127' '125' '125' '125' '125' '127' '124']
0,['117' '119' '118' '117' '119' '118' '119' '119' '119' '119'],['128' '126' '127' '125' '125' '125' '125' '127' '124' '126']
0,['119' '118' '117' '119' '118' '119' '119' '119' '119' '120'],['126' '127' '125' '125' '125' '125' '127' '124' '126' '126']
0,['118' '117' '119' '118' '119' '119' '119' '119' '120' '120'],['127' '125' '125' '125' '125' '127' '124' '126' '126' '124']
0,['117' '119' '118' '119' '119' '119' '119' '120' '120' '118'],['125' '125' '125' '125' '127' '124' '126' '126' '124' '125']
0,['119' '118' '119' '119' '119' '119' '120' '120' '118' '119'],['125' '125' '125' '127' '124' '126' '126' '124' '125' '125']
0,['118' '119' '119' '119' '119' '120' '120' '118' '119' '119'],['125' '125' '127' '124' '126' '126' '124' '125' '125' '125']
0,['119' '119' '119' '119' '120' '120' '118' '119' '119' '118'],['125' '127' '124' '126' '126' '124' '125' '125' '125' '126']
0,['119' '119' '119' '120' '120' '118' '119' '119' '118' '119'],['127' '124' '126' '126' '124' '125' '125' '125' '126' '125']
0,['119' '119' '120' '120' '118' '119' '119' '118' '119' '117'],['124' '126' '126' '124' '125' '125' '125' '126' '125' '125']
0,['119' '120' '120' '118' '119' '119' '118' '119' '117' '116'],['126' '126' '124' '125' '125' '125' '126' '125' '125' '125']
0,['120' '120' '118' '119' '119' '118' '119' '117' '116' '118'],['126' '124' '125' '125' '125' '126' '125' '125' '125' '126']
0,['120' '118' '119' '119' '118' '119' '117' '116' '118' '117'],['124' '125' '125' '125' '126' '125' '125' '125' '126' '126']
0,['118' '119' '119' '118' '119' '117' '116' '118' '117' '119'],['125' '125' '125' '126' '125' '125' '125' '126' '126' '127']
0,['119' '119' '118' '119' '117' '116' '118' '117' '119' '118'],['125' '125' '126' '125' '125' '125' '126' '126' '127' '126']
0,['119' '118' '119' '117' '116' '118' '117' '119' '118' '118'],['125' '126' '125' '125' '125' '126' '126' '127' '126' '126']
0,['118' '119' '117' '116' '118' '117' '119' '118' '118' '120'],['126' '125' '125' '125' '126' '126' '127' '126' '126' '125']
0,['119' '117' '116' '118' '117' '119' '118' '118' '120' '119'],['125' '125' '125' '126' '126' '127' '126' '126' '125' '127']
0,['117' '116' '118' '117' '119' '118' '118' '120' '119' '118'],['125' '125' '126' '126' '127' '126' '126' '125' '127' '125']
0,['116' '118' '117' '119' '118' '118' '120' '119' '118' '117'],['125' '126' '126' '127' '126' '126' '125' '127' '125' '126']
0,['118' '117' '119' '118' '118' '120' '119' '118' '117' '119'],['126' '126' '127' '126' '126' '125' '127' '125' '126' '125']
0,['117' '119' '118' '118' '120' '119' '118' '117' '119' '119'],['126' '127' '126' '126' '125' '127' '125' '126' '125' '126']
0,['119' '118' '118' '120' '119' '118' '117' '119' '119' '117'],['127' '126' '126' '125' '127' '125' '126' '125' '126' '124']
0,['118' '118' '120' '119' '118' '117' '119' '119' '117' '119'],['126' '126' '125' '127' '125' '126' '125' '126' '124' '127']
0,['118' '120' '119' '118' '117' '119' '119' '117' '119' '119'],['126' '125' '127' '125' '126' '125' '126' '124' '127' '126']
0,['120' '119' '118' '117' '119' '119' '117' '119' '119' '119'],['125' '127' '125' '126' '125' '126' '124' '127' '126' '125']
0,['119' '118' '117' '119' '119' '117' '119' '119' '119' '119'],['127' '125' '126' '125' '126' '124' '127' '126' '125' '126']
0,['118' '117' '119' '119' '117' '119' '119' '119' '119' '119'],['125' '126' '125' '126' '124' '127' '126' '125' '126' '126']
0,['117' '119' '119' '117' '119' '119' '119' '119' '119' '120'],['126' '125' '126' '124' '127' '126' '125' '126' '126' '124']
0,['119' '119' '117' '119' '119' '119' '119' '119' '120' '119'],['125' '126' '124' '127' '126' '125' '126' '126' '124' '126']
0,['119' '117' '119' '119' '119' '119' '119' '120' '119' '118'],['126' '124' '127' '126' '125' '126' '126' '124' '126' '125']
0,['117' '119' '119' '119' '119' '119' '120' '119' '118' '119'],['124' '127' '126' '125' '126' '126' '124' '126' '125' '125']
0,['119' '119' '119' '119' '119' '120' '119' '118' '119' '118'],['127' '126' '125' '126' '126' '124' '126' '125' '125' '127']
0,['119' '119' '119' '119' '120' '119' '118' '119' '118' '119'],['126' '125' '126' '126' '124' '126' '125' '125' '127' '124']
0,['119' '119' '119' '120' '119' '118' '119' '118' '119' '119'],['125' '126' '126' '124' '126' '125' '125' '127' '124' '126']
0,['119' '119' '120' '119' '118' '119' '118' '119' '119' '117'],['126' '126' '124' '126' '125' '125' '127' '124' '126' '126']
0,['119' '120' '119' '118' '119' '118' '119' '119' '117' '118'],['126' '124' '126' '125' '125' '127' '124' '126' '126' '125']
0,['120' '119' '118' '119' '118' '119' '119' '117' '118' '118'],['124' '126' '125' '125' '127' '124' '126' '126' '125' '125']
0,['119' '118' '119' '118' '119' '119' '117' '118' '118' '119'],['126' '125' '125' '127' '124' '126' '126' '125' '125' '126']
0,['118' '119' '118' '119' '119' '117' '118' '118' '119' '117'],['125' '125' '127' '124' '126' '126' '125' '125' '126' '126']
0,['119' '118' '119' '119' '117' '118' '118' '119' '117' '119'],['125' '127' '124' '126' '126' '125' '125' '126' '126' '126']
0,['118' '119' '119' '117' '118' '118' '119' '117' '119' '118'],['127' '124' '126' '126' '125' '125' '126' '126' '126' '126']
0,['119' '119' '117' '118' '118' '119' '117' '119' '118' '118'],['124' '126' '126' '125' '125' '126' '126' '126' '126' '127']
0,['119' '117' '118' '118' '119' '117' '119' '118' '118' '118'],['126' '126' '125' '125' '126' '126' '126' '126' '127' '126']
0,['117' '118' '118' '119' '117' '119' '118' '118' '118' '119'],['126' '125' '125' '126' '126' '126' '126' '127' '126' '125']
0,['118' '118' '119' '117' '119' '118' '118' '118' '119' '119'],['125' '125' '126' '126' '126' '126' '127' '126' '125' '125']
0,['118' '119' '117' '119' '118' '118' '118' '119' '119' '119'],['125' '126' '126' '126' '126' '127' '126' '125' '125' '129']
0,['119' '117' '119' '118' '118' '118' '119' '119' '119' '119'],['126' '126' '126' '126' '127' '126' '125' '125' '129' '125']
0,['117' '119' '118' '118' '118' '119' '119' '119' '119' '117'],['126' '126' '126' '127' '126' '125' '125' '129' '125' '127']
0,['119' '118' '118' '118' '119' '119' '119' '119' '117' '120'],['126' '126' '127' '126' '125' '125' '129' '125' '127' '127']
0,['118' '118' '118' '119' '119' '119' '119' '117' '120' '118'],['126' '127' '126' '125' '125' '129' '125' '127' '127' '124']
0,['118' '118' '119' '119' '119' '119' '117' '120' '118' '120'],['127' '126' '125' '125' '129' '125' '127' '127' '124' '125']
0,['118' '119' '119' '119' '119' '117' '120' '118' '120' '118'],['126' '125' '125' '129' '125' '127' '127' '124' '125' '128']
0,['119' '119' '119' '119' '117' '120' '118' '120' '118' '118'],['125' '125' '129' '125' '127' '127' '124' '125' '128' '124']
0,['119' '119' '119' '117' '120' '118' '120' '118' '118' '119'],['125' '129' '125' '127' '127' '124' '125' '128' '124' '127']
0,['119' '119' '117' '120' '118' '120' '118' '118' '119' '119'],['129' '125' '127' '127' '124' '125' '128' '124' '127' '126']
0,['119' '117' '120' '118' '120' '118' '118' '119' '119' '117'],['125' '127' '127' '124' '125' '128' '124' '127' '126' '125']
0,['117' '120' '118' '120' '118' '118' '119' '119' '117' '117'],['127' '127' '124' '125' '128' '124' '127' '126' '125' '127']
0,['120' '118' '120' '118' '118' '119' '119' '117' '117' '119'],['127' '124' '125' '128' '124' '127' '126' '125' '127' '126']
0,['118' '120' '118' '118' '119' '119' '117' '117' '119' '119'],['124' '125' '128' '124' '127' '126' '125' '127' '126' '127']
0,['120' '118' '118' '119' '119' '117' '117' '119' '119' '118'],['125' '128' '124' '127' '126' '125' '127' '126' '127' '125']
0,['118' '118' '119' '119' '117' '117' '119' '119' '118' '118'],['128' '124' '127' '126' '125' '127' '126' '127' '125' '126']
0,['118' '119' '119' '117' '117' '119' '119' '118' '118' '118'],['124' '127' '126' '125' '127' '126' '127' '125' '126' '126']
0,['119' '119' '117' '117' '119' '119' '118' '118' '118' '119'],['127' '126' '125' '127' '126' '127' '125' '126' '126' '125']
0,['119' '117' '117' '119' '119' '118' '118' '118' '119' '119'],['126' '125' '127' '126' '127' '125' '126' '126' '125' '126']
0,['117' '117' '119' '119' '118' '118' '118' '119' '119' '118'],['125' '127' '126' '127' '125' '126' '126' '125' '126' '124']
0,['117' '119' '119' '118' '118' '118' '119' '119' '118' '117'],['127' '126' '127' '125' '126' '126' '125' '126' '124' '125']
0,['119' '119' '118' '118' '118' '119' '119' '118' '117' '118'],['126' '127' '125' '126' '126' '125' '126' '124' '125' '125']
0,['119' '118' '118' '118' '119' '119' '118' '117' '118' '119'],['127' '125' '126' '126' '125' '126' '124' '125' '125' '127']
0,['118' '118' '118' '119' '119' '118' '117' '118' '119' '119'],['125' '126' '126' '125' '126' '124' '125' '125' '127' '124']
0,['118' '118' '119' '119' '118' '117' '118' '119' '119' '119'],['126' '126' '125' '126' '124' '125' '125' '127' '124' '125']
0,['118' '119' '119' '118' '117' '118' '119' '119' '119' '118'],['126' '125' '126' '124' '125' '125' '127' '124' '125' '126']
0,['119' '119' '118' '117' '118' '119' '119' '119' '118' '118'],['125' '126' '124' '125' '125' '127' '124' '125' '126' '126']
0,['119' '118' '117' '118' '119' '119' '119' '118' '118' '119'],['126' '124' '125' '125' '127' '124' '125' '126' '126' '126']
0,['118' '117' '118' '119' '119' '119' '118' '118' '119' '117'],['124' '125' '125' '127' '124' '125' '126' '126' '126' '125']
0,['117' '118' '119' '119' '119' '118' '118' '119' '117' '119'],['125' '125' '127' '124' '125' '126' '126' '126' '125' '126']
0,['118' '119' '119' '119' '118' '118' '119' '117' '119' '118'],['125' '127' '124' '125' '126' '126' '126' '125' '126' '125']
0,['119' '119' '119' '118' '118' '119' '117' '119' '118' '119'],['127' '124' '125' '126' '126' '126' '125' '126' '125' '126']
0,['119' '119' '118' '118' '119' '117' '119' '118' '119' '118'],['124' '125' '126' '126' '126' '125' '126' '125' '126' '126']
0,['119' '118' '118' '119' '117' '119' '118' '119' '118' '119'],['125' '126' '126' '126' '125' '126' '125' '126' '126' '126']
0,['118' '118' '119' '117' '119' '118' '119' '118' '119' '118'],['126' '126' '126' '125' '126' '125' '126' '126' '126' '127']
0,['118' '119' '117' '119' '118' '119' '118' '119' '118' '119'],['126' '126' '125' '126' '125' '126' '126' '126' '127' '125']
0,['119' '117' '119' '118' '119' '118' '119' '118' '119' '117'],['126' '125' '126' '125' '126' '126' '126' '127' '125' '125']
0,['117' '119' '118' '119' '118' '119' '118' '119' '117' '119'],['125' '126' '125' '126' '126' '126' '127' '125' '125' '126']
0,['119' '118' '119' '118' '119' '118' '119' '117' '119' '119'],['126' '125' '126' '126' '126' '127' '125' '125' '126' '124']
0,['118' '119' '118' '119' '118' '119' '117' '119' '119' '118'],['125' '126' '126' '126' '127' '125' '125' '126' '124' '126']
0,['119' '118' '119' '118' '119' '117' '119' '119' '118' '120'],['126' '126' '126' '127' '125' '125' '126' '124' '126' '126']
0,['118' '119' '118' '119' '117' '119' '119' '118' '120' '118'],['126' '126' '127' '125' '125' '126' '124' '126' '126' '125']
0,['119' '118' '119' '117' '119' '119' '118' '120' '118' '119'],['126' '127' '125' '125' '126' '124' '126' '126' '125' '125']
0,['118' '119' '117' '119' '119' '118' '120' '118' '119' '118'],['127' '125' '125' '126' '124' '126' '126' '125' '125' '126']
0,['119' '117' '119' '119' '118' '120' '118' '119' '118' '119'],['125' '125' '126' '124' '126' '126' '125' '125' '126' '126']
0,['117' '119' '119' '118' '120' '118' '119' '118' '119' '118'],['125' '126' '124' '126' '126' '125' '125' '126' '126' '125']
0,['119' '119' '118' '120' '118' '119' '118' '119' '118' '119'],['126' '124' '126' '126' '125' '125' '126' '126' '125' '127']
0,['119' '118' '120' '118' '119' '118' '119' '118' '119' '119'],['124' '126' '126' '125' '125' '126' '126' '125' '127' '126']
0,['118' '120' '118' '119' '118' '119' '118' '119' '119' '120'],['126' '126' '125' '125' '126' '126' '125' '127' '126' '127']
0,['120' '118' '119' '118' '119' '118' '119' '119' '120' '119'],['126' '125' '125' '126' '126' '125' '127' '126' '127' '126']
0,['118' '119' '118' '119' '118' '119' '119' '120' '119' '119'],['125' '125' '126' '126' '125' '127' '126' '127' '126' '128']
0,['119' '118' '119' '118' '119' '119' '120' '119' '119' '119'],['125' '126' '126' '125' '127' '126' '127' '126' '128' '127']
0,['118' '119' '118' '119' '119' '120' '119' '119' '119' '121'],['126' '126' '125' '127' '126' '127' '126' '128' '127' '128']
0,['119' '118' '119' '119' '120' '119' '119' '119' '121' '121'],['126' '125' '127' '126' '127' '126' '128' '127' '128' '126']
0,['118' '119' '119' '120' '119' '119' '119' '121' '121' '120'],['125' '127' '126' '127' '126' '128' '127' '128' '126' '127']
0,['119' '119' '120' '119' '119' '119' '121' '121' '120' '121'],['127' '126' '127' '126' '128' '127' '128' '126' '127' '126']
0,['119' '120' '119' '119' '119' '121' '121' '120' '121' '119'],['126' '127' '126' '128' '127' '128' '126' '127' '126' '127']
1,['120' '119' '119' '119' '121' '121' '120' '121' '119' '118'],['127' '126' '128' '127' '128' '126' '127' '126' '127' '127']
1,['119' '119' '119' '121' '121' '120' '121' '119' '118' '119'],['126' '128' '127' '128' '126' '127' '126' '127' '127' '126']
1,['119' '119' '121' '121' '120' '121' '119' '118' '119' '119'],['128' '127' '128' '126' '127' '126' '127' '127' '126' '126']
1,['119' '121' '121' '120' '121' '119' '118' '119' '119' '118'],['127' '128' '126' '127' '126' '127' '127' '126' '126' '126']
1,['121' '121' '120' '121' '119' '118' '119' '119' '118' '121'],['128' '126' '127' '126' '127' '127' '126' '126' '126' '124']
1,['121' '120' '121' '119' '118' '119' '119' '118' '121' '119'],['126' '127' '126' '127' '127' '126' '126' '126' '124' '125']
0,['120' '121' '119' '118' '119' '119' '118' '121' '119' '119'],['127' '126' '127' '127' '126' '126' '126' '124' '125' '126']
0,['121' '119' '118' '119' '119' '118' '121' '119' '119' '119'],['126' '127' '127' '126' '126' '126' '124' '125' '126' '126']
0,['119' '118' '119' '119' '118' '121' '119' '119' '119' '120'],['127' '127' '126' '126' '126' '124' '125' '126' '126' '125']
0,['118' '119' '119' '118' '121' '119' '119' '119' '120' '119'],['127' '126' '126' '126' '124' '125' '126' '126' '125' '125']
0,['119' '119' '118' '121' '119' '119' '119' '120' '119' '118'],['126' '126' '126' '124' '125' '126' '126' '125' '125' '127']
0,['119' '118' '121' '119' '119' '119' '120' '119' '118' '117'],['126' '126' '124' '125' '126' '126' '125' '125' '127' '127']
0,['118' '121' '119' '119' '119' '120' '119' '118' '117' '119'],['126' '124' '125' '126' '126' '125' '125' '127' '127' '125']
0,['121' '119' '119' '119' '120' '119' '118' '117' '119' '119'],['124' '125' '126' '126' '125' '125' '127' '127' '125' '126']
0,['119' '119' '119' '120' '119' '118' '117' '119' '119' '119'],['125' '126' '126' '125' '125' '127' '127' '125' '126' '125']
0,['119' '119' '120' '119' '118' '117' '119' '119' '119' '119'],['126' '126' '125' '125' '127' '127' '125' '126' '125' '127']
0,['119' '120' '119' '118' '117' '119' '119' '119' '119' '119'],['126' '125' '125' '127' '127' '125' '126' '125' '127' '125']
0,['120' '119' '118' '117' '119' '119' '119' '119' '119' '119'],['125' '125' '127' '127' '125' '126' '125' '127' '125' '126']
0,['119' '118' '117' '119' '119' '119' '119' '119' '119' '118'],['125' '127' '127' '125' '126' '125' '127' '125' '126' '125']
0,['118' '117' '119' '119' '119' '119' '119' '119' '118' '119'],['127' '127' '125' '126' '125' '127' '125' '126' '125' '125']
0,['117' '119' '119' '119' '119' '119' '119' '118' '119' '119'],['127' '125' '126' '125' '127' '125' '126' '125' '125' '125']
0,['119' '119' '119' '119' '119' '119' '118' '119' '119' '119'],['125' '126' '125' '127' '125' '126' '125' '125' '125' '125']
0,['119' '119' '119' '119' '119' '118' '119' '119' '119' '119'],['126' '125' '127' '125' '126' '125' '125' '125' '125' '126']
0,['119' '119' '119' '119' '118' '119' '119' '119' '119' '119'],['125' '127' '125' '126' '125' '125' '125' '125' '126' '125']
0,['119' '119' '119' '118' '119' '119' '119' '119' '119' '119'],['127' '125' '126' '125' '125' '125' '125' '126' '125' '125']
0,['119' '119' '118' '119' '119' '119' '119' '119' '119' '118'],['125' '126' '125' '125' '125' '125' '126' '125' '125' '126']
0,['119' '118' '119' '119' '119' '119' '119' '119' '118' '119'],['126' '125' '125' '125' '125' '126' '125' '125' '126' '126']
0,['118' '119' '119' '119' '119' '119' '119' '118' '119' '119'],['125' '125' '125' '125' '126' '125' '125' '126' '126' '126']
0,['119' '119' '119' '119' '119' '119' '118' '119' '119' '117'],['125' '125' '125' '126' '125' '125' '126' '126' '126' '127']
0,['119' '119' '119' '119' '119' '118' '119' '119' '117' '118'],['125' '125' '126' '125' '125' '126' '126' '126' '127' '125']
0,['119' '119' '119' '119' '118' '119' '119' '117' '118' '118'],['125' '126' '125' '125' '126' '126' '126' '127' '125' '125']
0,['119' '119' '119' '118' '119' '119' '117' '118' '118' '119'],['126' '125' '125' '126' '126' '126' '127' '125' '125' '127']
0,['119' '119' '118' '119' '119' '117' '118' '118' '119' '119'],['125' '125' '126' '126' '126' '127' '125' '125' '127' '125']
0,['119' '118' '119' '119' '117' '118' '118' '119' '119' '119'],['125' '126' '126' '126' '127' '125' '125' '127' '125' '126']
0,['118' '119' '119' '117' '118' '118' '119' '119' '119' '119'],['126' '126' '126' '127' '125' '125' '127' '125' '126' '127']
0,['119' '119' '117' '118' '118' '119' '119' '119' '119' '119'],['126' '126' '127' '125' '125' '127' '125' '126' '127' '124']
0,['119' '117' '118' '118' '119' '119' '119' '119' '119' '117'],['126' '127' '125' '125' '127' '125' '126' '127' '124' '125']
0,['117' '118' '118' '119' '119' '119' '119' '119' '117' '119'],['127' '125' '125' '127' '125' '126' '127' '124' '125' '126']
